LocalizedName, BlockState
Gravel Road, furenikusroads:road_block_gravel[road_block=1_8th]
Gravel Road, furenikusroads:road_block_gravel[road_block=3_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=quarter_block]
Gravel Road, furenikusroads:road_block_gravel[road_block=5_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=6_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=7_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=half_block]
Gravel Road, furenikusroads:road_block_gravel[road_block=9_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=10_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=11_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=three_quarter_block]
Gravel Road, furenikusroads:road_block_gravel[road_block=13_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=14_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=15_16ths]
Gravel Road, furenikusroads:road_block_gravel[road_block=full_block]
Sand Road, furenikusroads:road_block_sand[road_block=1_16th]
Sand Road, furenikusroads:road_block_sand[road_block=1_8th]
Sand Road, furenikusroads:road_block_sand[road_block=3_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=quarter_block]
Sand Road, furenikusroads:road_block_sand[road_block=5_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=6_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=7_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=half_block]
Sand Road, furenikusroads:road_block_sand[road_block=9_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=10_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=11_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=three_quarter_block]
Sand Road, furenikusroads:road_block_sand[road_block=13_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=14_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=15_16ths]
Sand Road, furenikusroads:road_block_sand[road_block=full_block]
Sidewalk, furenikusroads:sidewalk[road_block=1_16th]
Sidewalk, furenikusroads:sidewalk[road_block=1_8th]
Sidewalk, furenikusroads:sidewalk[road_block=3_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=quarter_block]
Sidewalk, furenikusroads:sidewalk[road_block=5_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=6_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=7_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=half_block]
Sidewalk, furenikusroads:sidewalk[road_block=9_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=10_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=11_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=three_quarter_block]
Sidewalk, furenikusroads:sidewalk[road_block=13_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=14_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=15_16ths]
Sidewalk, furenikusroads:sidewalk[road_block=full_block]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=1_16th]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=1_8th]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=3_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=quarter_block]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=5_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=6_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=7_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=half_block]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=9_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=10_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=11_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=three_quarter_block]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=13_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=14_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=15_16ths]
Clean Sidewalk, furenikusroads:sidewalk_clean[road_block=full_block]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=1_16th]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=1_8th]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=3_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=quarter_block]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=5_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=6_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=7_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=half_block]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=9_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=10_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=11_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=three_quarter_block]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=13_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=14_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=15_16ths]
Dark Sidewalk, furenikusroads:sidewalk_dark[road_block=full_block]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=1_16th]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=1_8th]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=3_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=quarter_block]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=5_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=6_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=7_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=half_block]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=9_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=10_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=11_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=three_quarter_block]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=13_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=14_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=15_16ths]
Tan Sidewalk, furenikusroads:sidewalk_tan[road_block=full_block]
§fStraight Line, furenikusroads:line_white_straight_full[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§fStraight Line (Connecting), furenikusroads:line_white_straight_full[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§fThick Straight Line, furenikusroads:line_white_straight_thick[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§fThick Straight Line (Connecting), furenikusroads:line_white_straight_thick[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§fStraight Double Line, furenikusroads:line_white_straight_double[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§fStraight Double Line (Connecting), furenikusroads:line_white_straight_double[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§fThick Straight Double Line, furenikusroads:line_white_straight_double_thick[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§fThick Straight Double Line (Connecting), furenikusroads:line_white_straight_double_thick[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§eStraight Line, furenikusroads:line_yellow_straight_full[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§eStraight Line (Connecting), furenikusroads:line_yellow_straight_full[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§eThick Straight Line, furenikusroads:line_yellow_straight_thick[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§eThick Straight Line (Connecting), furenikusroads:line_yellow_straight_thick[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§eStraight Double Line, furenikusroads:line_yellow_straight_double[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§eStraight Double Line (Connecting), furenikusroads:line_yellow_straight_double[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§eThick Straight Double Line, furenikusroads:line_yellow_straight_double_thick[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§eThick Straight Double Line (Connecting), furenikusroads:line_yellow_straight_double_thick[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§cStraight Line, furenikusroads:line_red_straight_full[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§cStraight Line (Connecting), furenikusroads:line_red_straight_full[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§cThick Straight Line, furenikusroads:line_red_straight_thick[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§cThick Straight Line (Connecting), furenikusroads:line_red_straight_thick[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§cStraight Double Line, furenikusroads:line_red_straight_double[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§cStraight Double Line (Connecting), furenikusroads:line_red_straight_double[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§cThick Straight Double Line, furenikusroads:line_red_straight_double_thick[east=false,facing=north_south,north=false,south=false,west=false,zz_default_stuff=true]
§cThick Straight Double Line (Connecting), furenikusroads:line_red_straight_double_thick[east=false,facing=connect,north=false,south=false,west=false,zz_default_stuff=true]
§fPedestrian Icon, furenikusroads:white_pedestrian[position_rotation=n1]
§fMerge Arrow Icon, furenikusroads:white_merge_arrow[position_rotation=n1]
§fGive Way Icon, furenikusroads:white_give_way[position_rotation=n1]
§ePedestrian Icon, furenikusroads:yellow_pedestrian[position_rotation=n1]
§eMerge Arrow Icon, furenikusroads:yellow_merge_arrow[position_rotation=n1]
§eGive Way Icon, furenikusroads:yellow_give_way[position_rotation=n1]
§cPedestrian Icon, furenikusroads:red_pedestrian[position_rotation=n1]
§cMerge Arrow Icon, furenikusroads:red_merge_arrow[position_rotation=n1]
§cGive Way Icon, furenikusroads:red_give_way[position_rotation=n1]
§fFilter Lane (Left), furenikusroads:white_junction_filter_left[connect=none,position_rotation=north_top]
§fFilter Lane (Left, Thin), furenikusroads:white_junction_filter_left_thin[connect=none,position_rotation=north_top]
§fFilter Lane (Left, Hidden), furenikusroads:white_junction_filter_left_empty[connect=none,position_rotation=north_top]
§fFilter Lane (Right), furenikusroads:white_junction_filter_right[connect=none,position_rotation=north_top]
§fFilter Lane (Right, Thin), furenikusroads:white_junction_filter_right_thin[connect=none,position_rotation=north_top]
§fFilter Lane (Right, Hidden), furenikusroads:white_junction_filter_right_empty[connect=none,position_rotation=north_top]
§fJunction Fork, furenikusroads:white_junction_fork_mid[position_rotation=north_top]
§fJunction Fork (Thin), furenikusroads:white_junction_fork_mid_thin[position_rotation=north_top]
§fJunction Fork (Chevron), furenikusroads:white_junction_fork_chevron_mid[position_rotation=north_top]
§fJunction Fork (Chevron, Thin), furenikusroads:white_junction_fork_chevron_mid_thin[position_rotation=north_top]
§fChevron (Left), furenikusroads:white_chevron_left_a[connect=chevron_a,edge=false,hide=false,rotation=north]
§fChevron (Left, Thin), furenikusroads:white_chevron_left_a_thin[connect=chevron_thin_a,edge=false,hide=false,rotation=north]
§fChevron (Right), furenikusroads:white_chevron_right_a[connect=chevron_a,edge=false,hide=false,rotation=north]
§fChevron (Right, Thin), furenikusroads:white_chevron_right_a_thin[connect=chevron_thin_a,edge=false,hide=false,rotation=north]
§fFilter Lane Thin->Thick L Back Continuous, furenikusroads:white_junction_side_line_connection[meta=0]
§fFilter Lane Thin->Thick L Back, furenikusroads:white_junction_side_line_connection[meta=4]
§fFilter Lane Thin->Thick L Forward Continuous, furenikusroads:white_junction_side_line_connection[meta=8]
§fFilter Lane Thin->Thick L Forward, furenikusroads:white_junction_side_line_connection[meta=12]
§fFilter Lane Thin->Thin L Back Continuous, furenikusroads:white_junction_side_line_connection_thin[meta=0]
§fFilter Lane Thin->Thin L Back, furenikusroads:white_junction_side_line_connection_thin[meta=4]
§fFilter Lane Thin->Thin L Forward Continuous, furenikusroads:white_junction_side_line_connection_thin[meta=8]
§fFilter Lane Thin->Thin L Forward, furenikusroads:white_junction_side_line_connection_thin[meta=12]
§fFilter Lane Thick->Thick L Back Continuous, furenikusroads:white_junction_side_line_connection_thick_thick[meta=0]
§fFilter Lane Thick->Thick L Back, furenikusroads:white_junction_side_line_connection_thick_thick[meta=4]
§fFilter Lane Thick->Thick L Forward Continuous, furenikusroads:white_junction_side_line_connection_thick_thick[meta=8]
§fFilter Lane Thick->Thick L Forward, furenikusroads:white_junction_side_line_connection_thick_thick[meta=12]
§fThin Mid Line to Thick Filter Line L, furenikusroads:white_junction_mid_line_connection[meta=0]
§fThin Mid Line to Thick Filter Line R, furenikusroads:white_junction_mid_line_connection[meta=4]
§fThick Mid Line to Thick Filter Line R, furenikusroads:white_junction_mid_line_connection[meta=8]
§fThick Mid Line to Thick Filter Line R, furenikusroads:white_junction_mid_line_connection[meta=12]
§fChevron (Mid), furenikusroads:white_chevron_mid[meta=0]
§fChevron (Mid), furenikusroads:white_chevron_mid[meta=4]
§fChevron (Mid, Thin), furenikusroads:white_chevron_mid[meta=8]
§fChevron (Mid, Thin), furenikusroads:white_chevron_mid[meta=12]
§fCentral Divider (Half, Left), furenikusroads:white_chevron_mid_left[meta=0]
§fCentral Divider (Half, Left), furenikusroads:white_chevron_mid_left[meta=4]
§fCentral Divider (Half, Left, Thin), furenikusroads:white_chevron_mid_left[meta=8]
§fCentral Divider (Half, Left, Thin), furenikusroads:white_chevron_mid_left[meta=12]
§fCentral Divider (Half, Right), furenikusroads:white_chevron_mid_right[meta=0]
§fCentral Divider (Half, Right), furenikusroads:white_chevron_mid_right[meta=4]
§fCentral Divider (Half, Right, Thin), furenikusroads:white_chevron_mid_right[meta=8]
§fCentral Divider (Half, Right, Thin), furenikusroads:white_chevron_mid_right[meta=12]
§fCentral Divider (Full), furenikusroads:white_chevron_side_line[connect=none,type_rotation=down_n_a]
§eFilter Lane (Left), furenikusroads:yellow_junction_filter_left[connect=none,position_rotation=north_top]
§eFilter Lane (Left, Thin), furenikusroads:yellow_junction_filter_left_thin[connect=none,position_rotation=north_top]
§eFilter Lane (Left, Hidden), furenikusroads:yellow_junction_filter_left_empty[connect=none,position_rotation=north_top]
§eFilter Lane (Right), furenikusroads:yellow_junction_filter_right[connect=none,position_rotation=north_top]
§eFilter Lane (Right, Thin), furenikusroads:yellow_junction_filter_right_thin[connect=none,position_rotation=north_top]
§eFilter Lane (Right, Hidden), furenikusroads:yellow_junction_filter_right_empty[connect=none,position_rotation=north_top]
§eJunction Fork, furenikusroads:yellow_junction_fork_mid[position_rotation=north_top]
§eJunction Fork (Thin), furenikusroads:yellow_junction_fork_mid_thin[position_rotation=north_top]
§eJunction Fork (Chevron), furenikusroads:yellow_junction_fork_chevron_mid[position_rotation=north_top]
§eJunction Fork (Chevron, Thin), furenikusroads:yellow_junction_fork_chevron_mid_thin[position_rotation=north_top]
§eChevron (Left), furenikusroads:yellow_chevron_left_a[connect=chevron_a,edge=false,hide=false,rotation=north]
§eChevron (Left, Thin), furenikusroads:yellow_chevron_left_a_thin[connect=chevron_thin_a,edge=false,hide=false,rotation=north]
§eChevron (Right), furenikusroads:yellow_chevron_right_a[connect=chevron_a,edge=false,hide=false,rotation=north]
§eChevron (Right, Thin), furenikusroads:yellow_chevron_right_a_thin[connect=chevron_thin_a,edge=false,hide=false,rotation=north]
§eFilter Lane Thin->Thick L Back Continuous, furenikusroads:yellow_junction_side_line_connection[meta=0]
§eFilter Lane Thin->Thick L Back, furenikusroads:yellow_junction_side_line_connection[meta=4]
